id,sentence,label
8182,"""leading a double life in an american film only comes to no good , but not here . matters play out realistically if not always fairly . ""
",objectivity
8183,"""colorful , energetic and sweetly whimsical . . . the rare sequel that's better than its predecessor . ""
",objectivity
8184,"""though it inspires some ( out-of-field ) creative thought , the film is -- to its own detriment -- much more a cinematic collage than a polemical tract . ""
",objectivity
8185,"""kids five and up will be delighted with the fast , funny , and even touching story . parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults . ""
",objectivity
8186,"""a fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman . ""
",objectivity
8187,"sam mendes has become valedictorian at the school for soft landings and easy ways out . 
",objectivity
8188,"""no earth-shattering accomplishment , but an unusually smart movie that the whole family can go to without a single person getting bored or talked down to . ""
",objectivity
8189,"""a haunting , rich film . . . [fraser] and caine blend beautifully with their sweet-and-sour mix of acting . ""
",objectivity
8190,"""the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly -stunning insight that crime doesn't pay . ""
",objectivity
8191,"the first fatal attraction was vile enough . do we really need the tiger beat version ? 
",objectivity
8192,"""scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf . ""
",objectivity
8193,"""imax films can sometimes feel like a gimmick , but this is one subject that demands a scope as big as the imagination . ""
",objectivity
8194,"""the movie turns out to be [assayas'] homage to the gallic 'tradition of quality , ' in all its fusty squareness . ""
",objectivity
8195,"""e . t . works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet . ""
",objectivity
8196,"""a depraved , incoherent , instantly disposable piece of hackery . ""
",objectivity
8197,"""if you want a movie time trip , the 1960 version is a far smoother ride . ""
",objectivity
8198,"sort of an existential version of a seinfeld episode . 
",objectivity
8199,"""opens as promising as any war/adventure film you'll ever see and dissolves into a routine courtroom drama , better suited for a movie titled """" glory : a soldier's story . """" ""
",objectivity
8200,"""as the national media become more sedate and incurious , this country desperately needs a gadfly like moore . indeed , we need more like him . ""
",objectivity
8201,"the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty . 
",objectivity
8202,"""the rookie feels like baseball itself : sort of boring , sort of stately , yet possessed of an ineffable poetry that speaks to the young heart of old men and their sons . ""
",objectivity
8203,"""death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again . ""
",objectivity
8204,"""there's a disreputable air about the whole thing , and that's what makes it irresistible . ""
",objectivity
8205,"ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese 'cultural revolution . '
",objectivity
8206,"""harvard man is a semi-throwback , a reminiscence without nostalgia or sentimentality . ""
",objectivity
8207,"most of the things that made the original men in black such a pleasure are still there . 
",objectivity
8208,"""drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story . ""
",objectivity
8209,"""a witty and suspenseful tone poem with a magnetic isabelle huppert as a perverse , central character . ""
",objectivity
8210,"""a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats . ""
",objectivity
8211,"a film for all who care about the world their children and grandchildren will inherit . 
",objectivity
8212,"the film favors the scientific over the spectacular ( visually speaking ) . 
",objectivity
8213,"the project's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting . 
",objectivity
8214,"""there's a heavy stench of 'been there , done that' hanging over the film . it's everything you'd expect -- but nothing more . ""
",objectivity
8215,"daughter from danang sticks with its subjects a little longer and tells a deeper story
",objectivity
8216,"""as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ""
",objectivity
8217,"""succumbs to the same kind of maudlin , sentimental mysticism that mars the touched by an angel school of non-god spiritual-uplift movies . ""
",objectivity
8218,"life on the rez is no picnic : this picture shows you why . 
",objectivity
8219,"it will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster . 
",objectivity
8220,"""solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous . ""
",objectivity
8221,"""a showcase for both the scenic splendor of the mountains and for legendary actor michel serrault , the film is less successful on other levels . ""
",objectivity
8222,"this formulaic chiller will do little to boost stallone's career . 
",objectivity
8223,"""a painting brought to life , the tracker is an enigmatic visual essay set on a vast australian landscape . ""
",objectivity
8224,"""though in some ways similar to catherine breillat's fat girl , rain is the far superior film . ""
",objectivity
8225,"less a study in madness or love than a study in schoolgirl obsession . 
",objectivity
8226,"""talk to her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it's hard to stop watching . ""
",objectivity
8227,"[nesbitt's is] one of those performances that simply 'is . '
",objectivity
8228,"scores by marshaling facts that speak for themselves . and they don't speak kindly . 
",objectivity
8229,"""twohy is not only skilled at building and maintaining suspense , he's also aware that a cast chock full of experienced character actors is the right fit for a haunted sub flick . ""
",objectivity
8230,"effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience . 
",objectivity
8231,"this rough trade punch-and-judy act didn't play well then and it plays worse now . 
",objectivity
8232,"""as charming , humorous and heimisch as its nomadic subjects . ""
",objectivity
8233,"""something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ""
",objectivity
8234,"""this is so de palma . if you love him , you'll like it . if you don't . . . well , skip to another review . ""
",objectivity
8235,"""windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live . ""
",objectivity
8236,"""it comes off as so silly that you wouldn't be surprised if ba , murdock and rest of the a-team were seen giving chase in a black and red van . ""
",objectivity
8237,"""it's not that kung pow isn't funny some of the time -- it just isn't any funnier than bad martial arts movies are all by themselves , without all oedekerk's impish augmentation . ""
",objectivity
8238,"davis has filled out his cast with appealing fresh faces . 
",objectivity
8239,"""the four feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox . ""
",objectivity
8240,"""para analizar esta pelicula , es preciso separar dos criterios , el religioso y el cinematografico""
",objectivity
8241,"viewers of "" the ring "" are more likely to remember the haunting images than the plot holes . 
",objectivity
8242,"""frustratingly , dridi tells us nothing about el gallo other than what emerges through his music . ""
",objectivity
8243,"boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome . 
",objectivity
8244,"""it's a more believable scenario for infidelity than most such movies , and aniston gives her all to the role . ""
",objectivity
8245,"""you can see the would-be surprises coming a mile away , and the execution of these twists is delivered with a hammer . thumbs down . ""
",objectivity
8246,"""reign of fire is hardly the most original fantasy film ever made -- beyond road warrior , it owes enormous debts to aliens and every previous dragon drama -- but that barely makes it any less entertaining . ""
",objectivity
8247,"""the problem is that for the most part , the film is deadly dull . ""
",objectivity
8248,"""its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie's presentation , which is way too stagy . ""
",objectivity
8249,"toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it's hard not to be carried away . 
",objectivity
8250,"""the movie is a meditation on the love and envy that russia has always felt toward europe , and i won't pretend i got more than 30 percent of what was going on . ""
",objectivity
8251,"""time stands still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is interminable . ""
",objectivity
8252,"suffocated at conception by its munchausen-by-proxy mum . punish the vehicle to adore the star . 
",objectivity
8253,"poor ben bratt couldn't find stardom if mapquest emailed him point-to-point driving directions . 
",objectivity
8254,"the film is so bad it doesn't improve upon the experience of staring at a blank screen . 
",objectivity
8255,"""all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit . ""
",objectivity
8256,"""what is unique about his secret life is that an assumption of intelligence , tolerance , and acceptance is already made , and thus the movie can focus on telling a compelling story . ""
",objectivity
8257,"it is compelling to be exposed to a film as bluntly honest and yet as paradoxically ordinary as last orders . 
",objectivity
8258,"director roger michell does so many of the little things right that it's difficult not to cuss him out severely for bungling the big stuff . 
",objectivity
8259,"fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for . 
",objectivity
8260,"""in this age of soulless , fx-driven action franchises raimi anachronistically emphasizes character development . ""
",objectivity
8261,"""if there was a flu shot for the blues , it might come in the form of this embraceable ode to loneliness and love regained . ""
",objectivity
8262,"""no , it's not as single-minded as john carpenter's original , but it's sure a lot smarter and more unnerving than the sequels . ""
",objectivity
8263,"""the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel . ""
",objectivity
8264,"the experience of watching blobby old-school cgi animation in this superlarge format is just surreal enough to be diverting . 
",objectivity
8265,"""the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten . ""
",objectivity
8266,"""what bloody sunday lacks in clarity , it makes up for with a great , fiery passion . ""
",objectivity
8267,"""aaliyah rarely dampens her diva persona enough to spark genuine chemistry with townsend . when she speaks , her creepy egyptian demigod voice is as computer processed and overproduced as it was in her music . ""
",objectivity
8268,"you've seen it before : the ex-con who stumbles while striving to assimilate back into society . but writer-director joe maggio and his able cast makes you care about this man's sorry journey in virgil bliss . 
",objectivity
8269,"apparently writer-director attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film . 
",objectivity
8270,"""no aspirations to social import inform the movie version . this is a shameless sham , calculated to cash in on the popularity of its stars . ""
",objectivity
8271,"""marlon brando has the godfather , laurence olivier has hamlet , and now tim allen has . . . santa claus . ""
",objectivity
8272,"red dragon makes one appreciate silence of the lambs . 
",objectivity
8273,"""' . . . a great , participatory spectator sport . '""
",objectivity
8274,"the story alone could force you to scratch a hole in your head . 
",objectivity
8275,"""so fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated . not to mention absolutely refreshed . ""
",objectivity
8276,"""the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession . ""
",objectivity
8277,"""goyer's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast . ""
",objectivity
8278,"with exquisite craftsmanship . . . olivier assayas has fashioned an absorbing look at provincial bourgeois french society . 
",objectivity
8279,"""we've seen it all before in one form or another , but director hoffman , with great help from kevin kline , makes us care about this latest reincarnation of the world's greatest teacher . ""
",objectivity
8280,"""what is 100% missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . ""
",objectivity
8281,"one of those joyous films that leaps over national boundaries and celebrates universal human nature . 
",objectivity
8282,"""star trek : nemesis meekly goes where nearly every star trek movie has gone before . wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ""
",objectivity
8283,"""insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . but the performances of pacino , williams , and swank keep the viewer wide-awake all the way through . ""
",objectivity
8284,"flounders due to the general sense that no two people working on the production had exactly the same thing in mind . 
",objectivity
8285,"""birot creates a drama with such a well-defined sense of place and age -- as in , 15 years old -- that the torments and angst become almost as operatic to us as they are to her characters . ""
",objectivity
8286,"""destined to make allen's fans around the world giggle , guffaw and shiver with delight . ""
",objectivity
8287,"""follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun . ""
",objectivity
8288,"""the pianist [is] a supremely hopeful cautionary tale of war's madness remembered that we , today , can prevent its tragic waste of life . here is a divine monument to a single man's struggle to regain his life , his dignity and his music . ""
",objectivity
8289,"""sparkling , often hilarious romantic jealousy comedy . . . attal looks so much like a young robert deniro that it seems the film should instead be called 'my husband is travis bickle' . ""
",objectivity
8290,"its aims are modest -- to make kids laugh as cuba gooding falls down a lot and to show how thrilling sled dogs are -- and it achieves them . 
",objectivity
8291,"sayles has an eye for the ways people of different ethnicities talk to and about others outside the group . 
",objectivity
8292,"""a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i'm not exactly sure what -- and has all the dramatic weight of a raindrop . ""
",objectivity
8293,"the lady and the duke is eric rohmer's economical antidote to the bloated costume drama
",objectivity
8294,"""the performances are strong , though the subject matter demands acting that borders on hammy at times . ""
",objectivity
8295,"you'll have more fun setting fire to yourself in the parking lot . you'll be more entertained getting hit by a bus . 
",objectivity
8296,"""a summary of the plot doesn't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution . ""
",objectivity
8297,"brings awareness to an issue often overlooked -- women's depression . 
",objectivity
8298,"""this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ""
",objectivity
8299,"""as the sulking , moody male hustler in the title role , [franco] has all of dean's mannerisms and self-indulgence , but none of his sweetness and vulnerability . ""
",objectivity
8300,""" . . . while certainly clever in spots , this too-long , spoofy update of shakespeare's macbeth doesn't sustain a high enough level of invention . ""
",objectivity
8301,"""boasting the best sword-fighting sequences to hit the screen in many years , it is so enjoyably old-fashioned it even looks as if it were made in the '70s . ""
",objectivity
8302,"""sorvino is delightful in the central role . she nearly glows with enthusiasm , sensuality and a conniving wit . ""
",objectivity
8303,"""tadpole may be small , but it's something special -- a cheeky comedy knockout . ""
",objectivity
8304,"more sophisticated and literate than such pictures usually are . . . an amusing little catch . 
",objectivity
8305,"the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be . 
",objectivity
8306,"""has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they're not interested . ""
",objectivity
8307,"""almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited . and in a sense , that's a liability . ""
",objectivity
8308,"""the you-are-there style ultimately enhances abc africa's ability to get inside the soul of uganda , and of the viewer . ""
",objectivity
8309,"""as is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious . ""
",objectivity
8310,"""a riveting profile of law enforcement , and a visceral , nasty journey into an urban hades . ""
",objectivity
8311,"exactly what you'd expect from a guy named kaos . 
",objectivity
8312,"told just proficiently enough to trounce its overly comfortable trappings . 
",objectivity
8313,"""nicks , seemingly uncertain what's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ""
",objectivity
8314,"""in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song . ""
",objectivity
8315,"ice age posits a heretofore unfathomable question : is it possible for computer-generated characters to go through the motions ? 
",objectivity
8316,"the movie eventually snaps under the strain of its plot contrivances and its need to reassure . 
",objectivity
8317,"""filled with alexandre desplat's haunting and sublime music , the movie completely transfixes the audience . ""
",objectivity
8318,"""constantly touching , surprisingly funny , semi-surrealist exploration of the creative act . ""
",objectivity
8319,"the ill-conceived modern-day ending falls flat where it should deliver a moral punch . 
",objectivity
8320,"the surprising skill and compassion that group's makers exhibit turns what could have been an uninvolving actor's exercise into a compelling and complicated emotional stew . 
",objectivity
8321,"""a very familiar tale , one that's been told by countless filmmakers about italian- , chinese- , irish- , latin- , indian- , russian- and other hyphenate american young men struggling to balance conflicting cultural messages . ""
",objectivity
8322,"""[janey] forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies . ""
",objectivity
8323,"""isn't as sharp as the original . . . despite some visual virtues , 'blade ii' just doesn't cut it . ""
",objectivity
8324,"""while it's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc . ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ""
",objectivity
8325,"""a self-narrated , blatantly lop-sided , cocky , nonchalant , fascinating and juicily entertaining documentary . ""
",objectivity
8326,"""where tom green stages his gags as assaults on america's knee-jerk moral sanctimony , jackass lacks aspirations of social upheaval . ""
",objectivity
8327,"chelsea walls is a case of too many chefs fussing over too weak a recipe . 
",objectivity
8328,"""reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film . ""
",objectivity
8329,"""bittersweet comedy/drama full of life , hand gestures , and some really adorable italian guys . ""
",objectivity
8330,"""there is a refreshing absence of cynicism in stuart little 2--quite a rarity , even in the family film market . eventually , it wins you over . ""
",objectivity
8331,"""often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed . ""
",objectivity
8332,"there is a difference between movies with the courage to go over the top and movies that don't care about being stupid
",objectivity
8333," "" die another day "" is a worthy entry in the pantheon of james bond movies . 
",objectivity
8334,"""its plot and animation offer daytime tv serviceability , but little more . ""
",objectivity
8335,"""like mike is a harmlessly naive slice of b-ball fantasy , fit for filling in during the real nba's off-season . ""
",objectivity
8336,"""a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers . ""
",objectivity
8337,"""sweet gentle jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ? ""
",objectivity
8338,"""outer-space buffs might love this film , but others will find its pleasures intermittent . ""
",objectivity
8339,"it's filthy . it's sexist . and it's hilarious for adult audiences who appreciate lawrence's raunchy approach and perfect timing . 
",objectivity
8340,"the best of the pierce brosnan james bond films to date . 
",objectivity
8341,"""as a singular character study , it's perfect . it's also the year's sweetest movie . ""
",objectivity
8342,"""while general audiences might not come away with a greater knowledge of the facts of cuban music , they'll be treated to an impressive and highly entertaining celebration of its sounds . ""
",objectivity
8343,"""miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet . ""
",objectivity
8344,"""femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience . are we dealing with dreams , visions or being told what actually happened as if it were the third ending of clue ? ""
",objectivity
8345,"mark me down as a non-believer in werewolf films that are not serious and rely on stupidity as a substitute for humor . 
",objectivity
8346,"""there's enough here to keep the sequel rocking , providing you can leave the adult in you at the door . ""
",objectivity
8347,"""it briefly flirts with player masochism , but the point of real interest -? audience sadism -- is evaded completely . ""
",objectivity
8348,"[denis'] bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product . 
",objectivity
8349,""" ( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind . ""
",objectivity
8350,"""a film at once depressing and uplifting--depressing in terms of the sad , often horrifying subjects of nachtwey's photographs but uplifting in terms of his commitment and integrity . ""
",objectivity
8351,"possesses something rare : a degree of genuine reverence in its depiction of surfing as a sport and a subculture . 
",objectivity
8352,"""what saves it . . . and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist alice . ""
",objectivity
8353,"""the trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness . ""
",objectivity
8354,"""it's up to [watts] to lend credibility to this strange scenario , and her presence succeeds in making us believe . ""
",objectivity
8355,"""if this movie belonged to a sorority , it would be called beta alpha delta . ""
",objectivity
8356,"""the urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative . ""
",objectivity
8357," "" austin powers in goldmember "" has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end . 
",objectivity
8358,"""beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people . ""
",objectivity
8359,"""while broomfield's film doesn't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system . ""
",objectivity
8360,"""about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces . . . positively dreadful . ""
",objectivity
8361,"this movie is more fun than many of those tall tales that hollywood calls feature films . 
",objectivity
8362,"""if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life's urgent questions . ""
",objectivity
8363,"""though mama takes a bit too long to find its rhythm and a third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium . ""
",objectivity
8364,"""just like his characters , writer-director alfonso cuar&oacute ; n . . . takes the road less traveled . ""
",objectivity
8365,"""as a feature-length film , it wears out its welcome as tryingly as the title character . ""
",objectivity
8366,"""ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms' anti- castro rhetoric , which are included""
",objectivity
8367,"""bolstered by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline that i haven't encountered since at least pete's dragon . ""
",objectivity
8368,"""may lack the pungent bite of its title , but it's an enjoyable trifle nonetheless . ""
",objectivity
8369,"r xmas offers a poetic and profane ambiguity that's vintage ferrara . 
",objectivity
8370,"a thoughtful look at a painful incident that made headlines in 1995 . 
",objectivity
8371,"it's the brilliant surfing photography bringing you right inside the massive waves that lifts blue crush into one of the summer's most pleasurable movies . 
",objectivity
8372,"""weiss and speck capture the rich , turbulent tapestry of the manns' lives . ""
",objectivity
8373,"""a shambles of a movie--visually unattractive , unbearably loud and utterly silly . . . its hilarity is completely unintentional . ""
",objectivity
8374,"a low-key labor of love that strikes a very resonant chord . 
",objectivity
8375," . . . delivers few moments of inspiration amid the bland animation and simplistic story . 
",objectivity
8376,"""no such thing may be far from perfect , but those small , odd hartley touches help you warm to it . ""
",objectivity
8377,"""kiarostami profoundly displays uganda's life and culture through his touristy pictures , as deceptively simple as the alphabet""
",objectivity
8378,"""the farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one . ""
",objectivity
8379,"horns and halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth . 
",objectivity
8380,"it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese . 
",objectivity
8381,"""the title not only describes its main characters , but the lazy people behind the camera as well . ""
",objectivity
8382," . . . a rousing fantasy of bloodless revolution against capricious colonial rulers . 
",objectivity
8383,"this story of unrequited love doesn't sustain interest beyond the first half-hour . 
",objectivity
8384,"""the film is just a big , gorgeous , mind-blowing , breath-taking mess . ""
",objectivity
8385,"""the problem is the needlessly poor quality of its archival prints and film footage . the images lack contrast , are murky and are frequently too dark to be decipherable . ""
",objectivity
8386,"a quirky noir film crammed full of wonderful characters made memorable by excellent acting . 
",objectivity
8387,"""outside of burger's desire to make some kind of film , it's really unclear why this project was undertaken""
",objectivity
8388,"""the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are . ""
",objectivity
8389,"""the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react . ""
",objectivity
8390,"a pathetically inane and unimaginative cross between xxx and vertical limit . 
",objectivity
8391,"goes some way towards explaining how the tragedy occurred and its enduring legacy today . 
",objectivity
8392,"the best thing i can say about this film is that i can't wait to see what the director does next . 
",objectivity
8393,"one can only assume that the jury who bestowed star hoffman's brother gordy with the waldo salt screenwriting award at 2002's sundance festival were honoring an attempt to do something different over actually pulling it off
",objectivity
8394,"a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives . 
",objectivity
8395,"""watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting . ""
",objectivity
8396,"""will give many ministers and bible-study groups hours of material to discuss . but mainstream audiences will find little of interest in this film , which is often preachy and poorly acted . ""
",objectivity
8397,"greg kinnear gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior . 
",objectivity
8398,"""you feel like you're the one moving at 80 mph , not the street lugers . ""
",objectivity
8399,"""though the controversial korean filmmaker's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding . ""
",objectivity
8400,"""a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined . ""
",objectivity
8401,"""the inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power , as if they were tales that had been handed down since the beginning of time . ""
",objectivity
8402,"marries the amateurishness of the blair witch project with the illogic of series 7 : the contenders to create a completely crass and forgettable movie . 
",objectivity
8403,""" """" the tuxedo """" should have been the vehicle for chan that """" the mask """" was for jim carrey . alas , it's the man that makes the clothes . ""
",objectivity
8404,"a decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies . 
",objectivity
8405,"""rhames is a tightly harnessed bundle of fury , snipes a restrained champion who seems to have made inner peace with the crime of passion that sent him away for life , and falk a riveting delight . ""
",objectivity
8406,"""perhaps a better celebration of these unfairly dismissed heroes would be a film that isn't this painfully forced , false and fabricated . ""
",objectivity
8407,"merchant hasn't directed this movie so much as produced it -- like sausage . 
",objectivity
8408,"""this may be dover kosashvili's feature directing debut , but it looks an awful lot like life -- gritty , awkward and ironic . ""
",objectivity
8409,"this comic gem is as delightful as it is derivative . 
",objectivity
8410,"""the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately don't enable them to discern flimsy screenplays . ""
",objectivity
8411,"""for all the realpolitik underpinnings , this is less john le carre than a tech noir """" die hard """" in downtown seoul . ""
",objectivity
8412,"an unintentional parody of every teen movie made in the last five years . 
",objectivity
8413,"""for anyone who cares about the future of america , it's required viewing . ""
",objectivity
8414,"""undisputed is undeniable fun , thanks to its rugged rock pile of attitude , bravado and fisticuffs . ""
",objectivity
8415,"""how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not . ""
",objectivity
8416,"a lyrical if sluggish excursion set in war-torn iranian kurdistan . 
",objectivity
8417,"the weakest of the four harry potter books has been transformed into the stronger of the two films by the thinnest of margins . 
",objectivity
8418,"""all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject . ""
",objectivity
8419,"""it sounds like another clever if pointless excursion into the abyss , and that's more or less how it plays out . ""
",objectivity
8420,"""fans of the tv series will be disappointed , and everyone else will be slightly bored . ""
",objectivity
8421,"""the movie doesn't generate a lot of energy . it is dark , brooding and slow , and takes its central idea way too seriously . ""
",objectivity
8422,"diane lane works nothing short of a minor miracle in unfaithful . 
",objectivity
8423,"""mike leigh mainstay timothy spall deftly shades in the designated goner , fellow still crazy alum bill nighy is sweetly wispy as the capable fop , and anger-management counselor olivia williams trembles pleasantly as usual . ""
",objectivity
8424,"""davis' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort . ""
",objectivity
8425,"""the story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me . ""
",objectivity
8426,"birot's directorial debut ( she co-wrote the script with christophe honore ) isn't so much bad as it is bland . 
",objectivity
8427,"makes the sweet case that sincerity strikes the biggest romantic sparks . 
",objectivity
8428,"""[gosling's] combination of explosive physical energy and convincing intelligence helps create a complex , unpredictable character . ""
",objectivity
8429,"""a movie that's just plain awful but still manages to entertain on a guilty-pleasure , so-bad-it's-funny level . ""
",objectivity
8430,"""well , jason's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , don't shoot the messenger ) . ""
",objectivity
8431,"director dirk shafer and co-writer greg hinton ride the dubious divide where gay porn reaches for serious drama . 
",objectivity
8432,"""writer-director debrauwer does manage to wrap things up in an * * * -pleasing 78 minutes . it's isn't much , but it's a lot more than callous callie khouri did with that """" ya-ya """" mess . also , there are no irritating hats . ""
",objectivity
8433,"it's a mystery how the movie could be released in this condition . 
",objectivity
8434,"""the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness . ""
",objectivity
8435,"""bears is bad . not 'terrible filmmaking' bad , but more like , 'i once had a nightmare like this , and it's now coming true' bad . ""
",objectivity
8436,"a modest pleasure that accomplishes its goals with ease and confidence . 
",objectivity
8437,"""if we don't demand a standard of quality for the art that we choose , we deserve the trash that we get . ""
",objectivity
8438,"""the jokes sometimes fall flat , but the weirdness and darkening of tone make for quirky fun . ""
",objectivity
8439,"""the animation is competent , and some of the gags are quite funny , but jonah . . . never shakes the oppressive , morally superior good-for-you quality that almost automatically accompanies didactic entertainment . ""
",objectivity
8440,"watching "" ending "" is too often like looking over the outdated clothes and plastic knickknacks at your neighbor's garage sale . you can't believe anyone would really buy this stuff . 
",objectivity
8441,"""full of profound , real-life moments that anyone can relate to , it deserves a wide audience . ""
",objectivity
